WMSize,DurLevel,TPresent,NT,NSub,curDur,repDur,repWaitTime,WMRP,WMRTTest,Crr,repBias
3,3,1,50,1,1.1,1.2939596,0.7330571,1,0.86916,1,0.209535239
5,2,1,51,1,0.8,1.197958,0.5653289,1,1.0875871,1,0.206838906
1,1,1,52,1,0.5,0.725828,0.7356936,1,1.4302833,1,0.172699735
3,4,2,53,1,1.4,1.3259592,0.5901041,1,1.7144252,1,0.223362889
1,2,1,54,1,0.8,0.9099329,0.6665161,1,0.7484414,1,0.20778034
3,5,1,55,1,1.7,1.749919,1.0283613,1,0.9822322,1,0.218199244
5,4,1,56,1,1.4,1.1579998,0.5740663,1,0.9857503,1,0.164955722
1,5,2,57,1,1.7,1.97401,0.6259636,2,1.8271266,1,0.272227755
1,2,2,58,1,0.8,1.3100618,0.7073318,2,0.8276178,1,0.20778034
5,3,2,59,1,1.1,1.1820557,1.499951,2,1.105636,1,0.173453926
5,3,1,60,1,1.1,1.1898672,0.5521433,1,1.0831326,1,0.173453926
5,4,2,61,1,1.4,1.4619079,0.5392977,2,1.8521581,1,0.164955722
3,4,1,62,1,1.4,1.453904,0.6926118,1,0.991674,1,0.223362889
3,1,2,63,1,0.5,0.7019844,0.6395712,2,0.8348392,1,0.200830632
5,3,2,64,1,1.1,1.478067,0.603109,2,0.9926688,1,0.173453926
5,1,1,65,1,0.5,0.7900031,0.7930369,2,1.0666312,1,0.202767275
1,1,1,66,1,0.5,0.5739929,0.4826272,1,0.6887453,1,0.172699735
1,1,2,67,1,0.5,0.5578341,0.6173279,2,0.9391413,1,0.172699735
1,5,1,68,1,1.7,1.470024,0.650876,1,0.7910812,1,0.272227755
5,4,1,69,1,1.4,1.3019648,0.6149553,2,1.2512116,1,0.164955722
3,1,1,70,1,0.5,0.6298666,0.5397058,1,1.733707,1,0.200830632
3,4,2,71,1,1.4,1.2619069,0.7898369,2,1.1246779,1,0.223362889
3,5,1,72,1,1.7,1.7339452,0.5007792,1,0.9644153,1,0.218199244
1,4,1,73,1,1.4,1.686016,0.5803967,1,0.6828462,1,0.184410738
3,3,2,74,1,1.1,1.3821154,0.546783,1,1.6142691,1,0.209535239
1,2,2,75,1,0.8,0.8538502,2.5905057,2,1.4218646,1,0.20778034
3,2,2,76,1,0.8,0.934116,0.5098047,2,0.885289,1,0.201926871
5,5,2,77,1,1.7,1.4300305,0.5013939,2,0.8090841,1,0.203337635
3,3,1,78,1,1.1,1.3100318,0.5453126,2,0.8960795,1,0.209535239
5,1,2,79,1,0.5,1.1818884,0.7840901,2,1.0583457,1,0.202767275
5,3,1,80,1,1.1,1.1020686,0.5843542,1,0.9498914,1,0.173453926
1,2,1,81,1,0.8,1.4299447,0.678014,1,0.9065455,1,0.20778034
3,5,2,82,1,1.7,1.5419578,0.6346351,2,0.852595,1,0.218199244
3,2,1,83,1,0.8,0.910044,0.4769143,1,1.15011,1,0.201926871
1,4,2,84,1,1.4,1.2539109,0.5662452,2,1.0064318,1,0.184410738
5,5,1,85,1,1.7,1.5900099,0.5264385,1,1.8747078,1,0.203337635
5,2,2,86,1,0.8,1.4219683,0.554775,2,0.8688039,1,0.206838906
1,3,2,87,1,1.1,1.1100675,0.6771524,2,0.7102417,1,0.192206404
1,3,1,88,1,1.1,1.4380391,0.5266803,1,0.8729894,1,0.192206404
1,5,2,89,1,1.7,1.7500208,0.8649558,2,0.6734198,1,0.272227755
5,2,1,90,1,0.8,0.933936,0.6974047,1,1.0649997,1,0.206838906
3,2,1,91,1,0.8,1.325872,0.4729515,1,1.0819178,1,0.201926871
5,3,2,92,1,1.1,1.1339225,0.7618502,1,1.2867417,1,0.173453926
1,1,1,93,1,0.5,1.0059446,0.7509036,1,0.8173888,1,0.172699735
5,4,1,94,1,1.4,1.3018914,0.6737939,1,1.0758036,1,0.164955722
3,5,1,95,1,1.7,1.1257742,0.6521299,1,0.9741223,1,0.218199244
5,5,1,96,1,1.7,1.3339813,0.5819842,1,0.8662395,1,0.203337635
3,2,2,97,1,0.8,1.1499627,0.538202,2,1.0874918,1,0.201926871
3,5,2,98,1,1.7,1.4298484,0.7356007,2,1.0979266,1,0.218199244
5,3,1,99,1,1.1,1.1900139,0.4818598,1,1.359679,1,0.173453926
1,2,1,100,1,0.8,1.0777341,0.630217,1,0.8348037,1,0.20778034
1,5,1,101,1,1.7,1.9578916,0.6350448,1,0.7563929,1,0.272227755
3,4,2,102,1,1.4,1.5578224,0.81247,2,0.8943318,1,0.223362889
1,3,1,103,1,1.1,1.43013,0.5106289,1,1.4259956,1,0.192206404
3,3,1,104,1,1.1,1.2859252,0.6184566,1,1.7751327,1,0.209535239
1,4,1,105,1,1.4,1.5180812,0.4549894,1,0.7931178,1,0.184410738
3,1,1,106,1,0.5,0.4939355,0.4973305,1,0.9785407,1,0.200830632
5,1,2,107,1,0.5,0.6779122,0.5224796,1,0.907408,1,0.202767275
3,3,2,108,1,1.1,0.9098413,0.4834007,2,1.0765693,1,0.209535239
5,4,2,109,1,1.4,1.1740419,0.4768502,1,0.9718953,1,0.164955722
5,1,1,110,1,0.5,0.7659994,0.5637277,2,1.4473958,1,0.202767275
5,5,2,111,1,1.7,1.7019551,0.6473892,2,0.8344844,1,0.203337635
1,3,2,112,1,1.1,1.1020115,0.8026322,2,0.7434932,1,0.192206404
3,4,1,113,1,1.4,1.4380751,0.7036639,1,1.5789176,1,0.223362889
3,1,2,114,1,0.5,0.6858706,0.6590149,1,1.4381306,1,0.200830632
1,1,2,115,1,0.5,0.4059348,1.9981981,2,0.7747036,1,0.172699735
1,4,2,116,1,1.4,1.4700159,0.878893,2,1.3379882,1,0.184410738
1,5,2,117,1,1.7,1.8779729,0.5779051,1,1.2726298,1,0.272227755
1,2,2,118,1,0.8,1.1337825,0.6006534,2,1.0679659,1,0.20778034
5,2,2,119,1,0.8,0.8859819,0.6525561,2,1.0797199,1,0.206838906
5,2,1,120,1,0.8,0.853984,0.7225028,1,1.612519,1,0.206838906
3,5,1,121,1,1.7,1.7659811,0.6524091,1,0.8928664,1,0.218199244
5,3,1,122,1,1.1,1.2058978,0.5972093,1,0.9900985,1,0.173453926
3,5,2,123,1,1.7,1.6058692,0.5180611,2,0.7940575,1,0.218199244
1,1,1,124,1,0.5,0.4220548,0.5863525,1,0.7947813,1,0.172699735
1,4,1,125,1,1.4,1.5339254,0.7311986,1,1.1616342,1,0.184410738
1,5,2,126,1,1.7,1.8619973,0.4738027,2,0.8136569,1,0.272227755
3,4,2,127,1,1.4,1.3980808,0.5574776,2,0.7443054,1,0.223362889
3,1,2,128,1,0.5,0.8780814,0.7364355,2,0.8407119,1,0.200830632
5,4,1,129,1,1.4,1.5501388,0.49676,1,0.9036394,1,0.164955722
3,4,1,130,1,1.4,1.1899756,0.5277096,1,0.8040433,1,0.223362889
1,2,1,131,1,0.8,1.0699872,0.5399616,1,0.8686144,1,0.20778034
3,2,1,132,1,0.8,0.7898609,0.4689836,1,0.9714602,1,0.201926871
5,2,1,133,1,0.8,0.8379177,0.651374,1,0.9126067,1,0.206838906
5,4,2,134,1,1.4,1.4299413,0.5686165,2,0.9135646,1,0.164955722
5,1,1,135,1,0.5,0.5738775,0.5296074,1,1.1740135,1,0.202767275
1,3,1,136,1,1.1,1.2698151,0.8221714,1,0.667339,1,0.192206404
3,3,2,137,1,1.1,1.437769,0.7238222,2,0.8145463,1,0.209535239
1,1,2,138,1,0.5,0.789959,0.766461,2,1.112945,1,0.172699735
5,2,2,139,1,0.8,0.7739056,0.7049302,2,1.0944824,1,0.206838906
5,5,2,140,1,1.7,1.6139215,0.542953,1,1.4655417,1,0.203337635
1,2,2,141,1,0.8,0.7900136,0.6335215,2,0.7934055,1,0.20778034
5,3,2,142,1,1.1,0.9260917,0.505748,2,0.76121,1,0.173453926
1,3,2,143,1,1.1,1.3100346,0.7856546,2,0.774713,1,0.192206404
3,3,1,144,1,1.1,1.045984,0.6307915,1,1.2206994,1,0.209535239
3,2,2,145,1,0.8,1.1500385,0.7966327,2,1.0556275,1,0.201926871
3,1,1,146,1,0.5,0.6059661,1.4714664,1,1.8856241,1,0.200830632
1,4,2,147,1,1.4,0.9819321,0.6458826,2,0.749817,1,0.184410738
1,5,1,148,1,1.7,1.2059888,0.565766,1,1.0557633,1,0.272227755
5,1,2,149,1,0.5,0.6699796,0.7676768,1,1.0549613,1,0.202767275
5,5,1,150,1,1.7,1.4938218,0.8389687,1,1.0825338,1,0.203337635
1,3,2,151,1,1.1,1.2859201,0.7066327,2,1.6279884,1,0.192206404
3,3,2,152,1,1.1,0.9978822,0.7482247,2,0.9191027,1,0.209535239
3,2,1,153,1,0.8,0.9180858,0.6553885,2,1.3133845,1,0.201926871
1,3,1,154,1,1.1,0.8538697,0.7694289,1,1.2413038,1,0.192206404
1,1,2,155,1,0.5,0.7020125,0.993279,1,0.8303289,1,0.172699735
3,4,1,156,1,1.4,1.4378466,1.0862798,1,1.1302373,1,0.223362889
1,4,2,157,1,1.4,1.3660218,0.8902221,2,0.7128488,1,0.184410738
5,4,2,158,1,1.4,1.1177945,0.5690498,2,1.1906867,1,0.164955722
1,2,1,159,1,0.8,0.9179492,0.5825101,1,1.4194619,1,0.20778034
5,1,2,160,1,0.5,0.8220367,0.5696014,1,0.8744672,1,0.202767275
5,2,2,161,1,0.8,1.1177813,0.5789381,-1,2.0001187,1,0.206838906
3,3,1,162,1,1.1,0.7739096,0.4639997,1,1.1189761,1,0.209535239
5,5,2,163,1,1.7,1.0700165,0.8872789,2,1.4658566,1,0.203337635
3,1,2,164,1,0.5,0.7740761,0.4898627,2,1.1520507,1,0.200830632
5,3,2,165,1,1.1,0.9817682,0.4965121,1,1.014358,1,0.173453926
5,3,1,166,1,1.1,0.9898028,0.6063682,2,1.1512293,1,0.173453926
3,5,2,167,1,1.7,1.502035,0.495543,2,0.8567641,1,0.218199244
5,2,1,168,1,0.8,0.8619145,0.6245633,-1,2.0000389,1,0.206838906
1,5,1,169,1,1.7,1.2619036,0.5981384,1,0.7726775,1,0.272227755
1,1,1,170,1,0.5,0.5739315,0.6368526,1,0.773398,1,0.172699735
5,1,1,171,1,0.5,0.6300754,0.6852024,1,1.3854158,1,0.202767275
3,5,1,172,1,1.7,1.4378514,0.6578488,2,0.9107631,1,0.218199244
5,5,1,173,1,1.7,1.3660627,0.4471041,2,1.0234812,1,0.203337635
5,4,1,174,1,1.4,1.1658628,0.5994831,-1,2.0000314,1,0.164955722
3,2,2,175,1,0.8,0.8620696,0.5057313,1,0.9159414,1,0.201926871
3,1,1,176,1,0.5,1.1177836,0.6119418,1,0.839432,1,0.200830632
1,5,2,177,1,1.7,1.565999,0.6075014,2,0.721658,1,0.272227755
1,4,1,178,1,1.4,1.3178839,0.5134474,1,0.8090852,1,0.184410738
3,4,2,179,1,1.4,1.0619837,0.4814022,2,0.7087487,1,0.223362889
1,2,2,180,1,0.8,0.7898081,0.6230819,2,0.5831644,1,0.20778034
5,1,2,181,1,0.5,0.7979103,0.7032734,2,0.940069,1,0.202767275
3,3,1,182,1,1.1,0.957792,0.6681739,2,1.5081073,1,0.209535239
3,1,1,183,1,0.5,0.8457793,0.8122034,2,1.1385592,1,0.200830632
1,5,1,184,1,1.7,1.1980065,0.6185796,1,1.1469592,1,0.272227755
5,2,2,185,1,0.8,0.8538645,0.5389016,2,1.0842427,1,0.206838906
3,5,2,186,1,1.7,1.0698511,0.4524956,2,0.720299,1,0.218199244
5,5,1,187,1,1.7,1.5018555,0.4324603,2,1.2358919,1,0.203337635
3,2,2,188,1,0.8,0.8379875,0.5321852,2,0.6625946,1,0.201926871
5,1,1,189,1,0.5,0.9100253,0.6384684,1,1.2895905,1,0.202767275
5,2,1,190,1,0.8,0.8539667,0.6253605,2,0.7988929,1,0.206838906
1,4,2,191,1,1.4,1.2059913,0.4390426,2,0.7579577,1,0.184410738
5,5,2,192,1,1.7,1.4140298,0.6458722,1,0.9485205,1,0.203337635
3,3,2,193,1,1.1,1.477653,0.5247624,2,0.8454765,1,0.209535239
3,4,2,194,1,1.4,1.1740461,0.4774504,2,1.1005001,1,0.223362889
1,4,1,195,1,1.4,1.381875,0.6287883,1,0.8533605,1,0.184410738
5,4,1,196,1,1.4,1.1899144,0.8614454,1,1.9644709,1,0.164955722
1,1,1,197,1,0.5,0.4298,0.6367276,1,0.8345402,1,0.172699735
1,1,2,198,1,0.5,0.405991,1.2348977,2,0.4982517,1,0.172699735
1,2,1,199,1,0.8,0.8217841,0.6742269,1,0.7671146,1,0.20778034
3,5,1,200,1,1.7,1.3418671,0.4645489,1,0.8412344,1,0.218199244
3,2,1,201,1,0.8,0.8538414,0.4732036,1,0.9731672,1,0.201926871
1,3,1,202,1,1.1,1.261988,0.6049242,1,0.795373,1,0.192206404
1,2,2,203,1,0.8,1.1981167,0.5232075,2,0.7432977,1,0.20778034
5,4,2,204,1,1.4,1.3260092,0.6555648,1,1.2332735,1,0.164955722
1,5,2,205,1,1.7,1.6539498,0.4812401,2,0.7650247,1,0.272227755
3,1,2,206,1,0.5,0.4618791,0.5330229,2,1.0699481,1,0.200830632
1,3,2,207,1,1.1,0.9819335,0.5662986,2,1.4652829,1,0.192206404
5,3,2,208,1,1.1,1.0700665,0.7932246,2,1.3116399,1,0.173453926
3,4,1,209,1,1.4,1.2617926,0.4635484,1,1.0675829,1,0.223362889
5,3,1,210,1,1.1,0.8940951,0.4838377,1,1.1336097,1,0.173453926
3,2,2,211,1,0.8,0.6538561,0.8218408,1,1.0437046,1,0.201926871
5,5,2,212,1,1.7,1.2059681,0.6519287,2,1.1464492,1,0.203337635
1,4,2,213,1,1.4,1.285978,0.6025225,2,0.7598815,1,0.184410738
5,4,1,214,1,1.4,1.4379341,0.4562008,2,1.1253597,1,0.164955722
5,2,2,215,1,0.8,1.3420673,0.4773569,2,0.9894933,1,0.206838906
5,2,1,216,1,0.8,1.222017,0.5656627,2,0.9108404,1,0.206838906
5,5,1,217,1,1.7,1.1901123,0.6632018,1,1.2698657,1,0.203337635
1,3,2,218,1,1.1,1.1100304,0.5501801,2,1.0607875,1,0.192206404
1,4,1,219,1,1.4,1.4859238,0.5491284,1,0.9088704,1,0.184410738
3,1,2,220,1,0.5,0.6620293,0.4838666,2,0.878763,1,0.200830632
1,5,1,221,1,1.7,1.3899832,0.6147786,1,0.8474728,1,0.272227755
1,1,1,222,1,0.5,0.7021317,0.6473391,1,0.7622113,1,0.172699735
5,1,2,223,1,0.5,0.6777773,0.626504,1,1.1747978,1,0.202767275
3,4,2,224,1,1.4,1.1499313,0.5747916,2,0.7708592,1,0.223362889
1,5,2,225,1,1.7,1.549979,0.6427511,2,0.972139,1,0.272227755
3,1,1,226,1,0.5,0.6300306,0.6281003,2,1.2187013,1,0.200830632
5,3,1,227,1,1.1,0.9499865,0.4988982,2,0.9058863,1,0.173453926
3,3,1,228,1,1.1,0.7259594,0.2818844,2,0.8904056,1,0.209535239
5,1,1,229,1,0.5,0.3420737,0.6982419,2,1.3454732,1,0.202767275
3,5,1,230,1,1.7,1.4219619,0.6175136,1,1.6328251,1,0.218199244
3,3,2,231,1,1.1,1.2698862,0.5288203,1,0.9936777,1,0.209535239
1,1,2,232,1,0.5,0.5258277,0.7061175,2,0.7535031,1,0.172699735
1,2,2,233,1,0.8,1.285934,0.5615016,2,0.8004695,1,0.20778034
3,2,1,234,1,0.8,0.7021131,0.6647676,1,0.9072922,1,0.201926871
1,2,1,235,1,0.8,0.9419197,0.8591404,1,0.963941,1,0.20778034
1,3,1,236,1,1.1,1.3419212,0.4601927,1,0.7891057,1,0.192206404
3,5,2,237,1,1.7,1.6537995,0.6530134,2,1.0975665,1,0.218199244
5,3,2,238,1,1.1,1.0859901,0.5776446,1,1.0799825,1,0.173453926
5,4,2,239,1,1.4,1.5340016,0.687799,1,0.920004,1,0.164955722
3,4,1,240,1,1.4,1.6620432,0.1934011,1,1.1839398,1,0.223362889
1,2,2,241,1,0.8,0.9018853,0.6323669,2,0.88398,1,0.20778034
5,2,2,242,1,0.8,0.8539629,0.8442817,1,1.0891628,1,0.206838906
5,4,1,243,1,1.4,1.6219395,0.553068,1,1.2272427,1,0.164955722
3,3,1,244,1,1.1,0.941928,0.4995009,1,1.0667954,1,0.209535239
3,5,2,245,1,1.7,1.3659371,0.5067291,2,0.8564667,1,0.218199244
1,5,1,246,1,1.7,1.6059345,1.6727103,1,0.6945585,1,0.272227755
3,4,1,247,1,1.4,1.4858976,0.8067975,1,1.1241992,1,0.223362889
1,4,1,248,1,1.4,1.5019413,0.6281368,2,0.8956917,1,0.184410738
3,2,1,249,1,0.8,1.0937676,0.6398511,1,0.955448,1,0.201926871
5,3,1,250,1,1.1,1.3579596,0.4753653,1,1.0749268,1,0.173453926
5,1,2,251,1,0.5,0.6299663,0.7310287,2,0.7734945,1,0.202767275
3,5,1,252,1,1.7,1.4297609,0.4535696,1,1.2752247,1,0.218199244
3,2,2,253,1,0.8,0.9099245,0.4431851,2,0.733977,1,0.201926871
1,4,2,254,1,1.4,1.6060935,0.4462515,2,0.5892219,1,0.184410738
3,1,2,255,1,0.5,0.8780925,1.0372173,2,0.6177321,1,0.200830632
1,2,1,256,1,0.8,0.8539326,0.5781213,2,0.5855955,1,0.20778034
3,1,1,257,1,0.5,0.8459799,0.7617613,1,1.0183814,1,0.200830632
1,3,1,258,1,1.1,0.9739114,0.506766,1,0.8645161,1,0.192206404
1,1,2,259,1,0.5,0.7979153,0.8643625,1,0.6625117,1,0.172699735
5,3,2,260,1,1.1,1.1817781,0.4413913,2,1.0413256,1,0.173453926
3,4,2,261,1,1.4,1.1498754,0.6573241,1,1.3939057,1,0.223362889
5,1,1,262,1,0.5,0.6058659,0.594212,1,0.9630236,1,0.202767275
5,4,2,263,1,1.4,1.2058034,0.5230836,2,0.830718,1,0.164955722
3,3,2,264,1,1.1,1.150099,0.5105562,2,0.8133724,1,0.209535239
5,5,1,265,1,1.7,1.2540409,0.4211625,1,0.9630849,1,0.203337635
1,3,2,266,1,1.1,1.0299376,0.4590792,2,1.0323409,1,0.192206404
1,1,1,267,1,0.5,0.8859159,0.5203191,1,1.0889025,1,0.172699735
5,2,1,268,1,0.8,0.893952,0.7288615,1,0.8249073,1,0.206838906
1,5,2,269,1,1.7,1.4857607,0.3609621,2,0.647808,1,0.272227755
5,5,2,270,1,1.7,1.5900619,0.3916869,2,0.6733058,1,0.203337635
5,2,2,271,1,0.8,1.2619942,0.3454116,2,1.6100486,1,0.206838906
5,5,2,272,1,1.7,1.0298051,0.4743586,2,0.9028151,1,0.203337635
5,5,1,273,1,1.7,1.2540251,0.5911607,1,1.0062861,1,0.203337635
3,3,1,274,1,1.1,1.317822,0.4861944,1,0.9269416,1,0.209535239
3,5,1,275,1,1.7,1.2540505,0.519023,1,0.9130011,1,0.218199244
5,3,2,276,1,1.1,1.3738623,0.5210569,2,0.7662431,1,0.173453926
1,2,1,277,1,0.8,1.1818089,0.5664973,1,0.9212105,1,0.20778034
3,5,2,278,1,1.7,1.645958,4.0172892,2,0.9039946,1,0.218199244
1,1,1,279,1,0.5,0.4300067,0.5520744,1,0.681477,1,0.172699735
5,4,1,280,1,1.4,1.2460019,0.3717311,2,0.7161023,1,0.164955722
3,3,2,281,1,1.1,1.2939637,0.5479708,2,0.9793752,1,0.209535239
1,5,2,282,1,1.7,1.3898797,0.5313083,2,0.7753247,1,0.272227755
5,1,2,283,1,0.5,0.7339105,0.5993482,1,1.0507227,1,0.202767275
3,4,1,284,1,1.4,0.7259441,0.4910576,1,1.2113594,1,0.223362889
3,2,2,285,1,0.8,0.8220217,0.4915494,2,1.431914,1,0.201926871
1,3,2,286,1,1.1,1.3019531,0.3759109,2,0.629912,1,0.192206404
1,4,2,287,1,1.4,1.3897768,0.5498715,2,0.6650315,1,0.184410738
5,2,1,288,1,0.8,0.8460723,0.4969965,2,1.1562364,1,0.206838906
1,2,2,289,1,0.8,1.0139792,0.5242696,2,0.8476253,1,0.20778034
5,1,1,290,1,0.5,1.2378467,0.4795362,1,0.9879295,1,0.202767275
3,1,1,291,1,0.5,0.8540131,0.5716863,1,0.9557303,1,0.200830632
5,3,1,292,1,1.1,1.2219557,0.6037023,1,1.0275131,1,0.173453926
5,4,2,293,1,1.4,1.1259872,0.6120508,2,1.6471108,1,0.164955722
3,2,1,294,1,0.8,1.0700157,0.6951551,1,1.3375224,1,0.201926871
1,1,2,295,1,0.5,0.6298663,0.7294682,2,1.0361004,1,0.172699735
1,5,1,296,1,1.7,1.2939572,0.7642661,1,1.0590514,1,0.272227755
3,4,2,297,1,1.4,1.3660151,0.5234132,2,1.3686844,1,0.223362889
1,3,1,298,1,1.1,1.3659088,0.5208527,1,1.1581354,1,0.192206404
3,1,2,299,1,0.5,0.6220448,0.6060646,2,0.8700192,1,0.200830632
1,4,1,300,1,1.4,1.3180445,0.6171855,1,0.8207683,1,0.184410738
3,3,1,301,1,1.1,1.2058397,0.460932,2,0.9230417,1,0.209535239
3,5,2,302,1,1.7,1.3739359,0.7470719,2,0.6471685,1,0.218199244
5,4,2,303,1,1.4,1.0779767,0.551064,2,0.8147124,1,0.164955722
3,4,1,304,1,1.4,1.3179304,0.4547145,1,1.2806844,1,0.223362889
3,1,1,305,1,0.5,0.9978466,0.3446705,2,1.2357485,1,0.200830632
1,1,1,306,1,0.5,0.6861214,0.6362031,1,1.0799569,1,0.172699735
1,3,2,307,1,1.1,1.0940251,0.43998,2,0.6848616,1,0.192206404
5,3,1,308,1,1.1,1.1098973,0.6199425,1,1.1195014,1,0.173453926
1,3,1,309,1,1.1,1.1418543,0.4639002,1,1.2084426,1,0.192206404
3,5,1,310,1,1.7,1.2138765,1.4165805,1,1.2802643,1,0.218199244
5,1,1,311,1,0.5,0.7499349,0.4002125,2,1.2750765,1,0.202767275
1,2,2,312,1,0.8,0.6698566,1.1710042,2,0.6503338,1,0.20778034
5,3,2,313,1,1.1,1.5898896,0.6823807,2,0.8403862,1,0.173453926
1,2,1,314,1,0.8,0.9659806,0.4883725,1,1.3827934,1,0.20778034
5,5,2,315,1,1.7,1.5100796,1.3987465,2,0.6755248,1,0.203337635
3,2,2,316,1,0.8,0.7739868,0.6278905,2,0.7729759,1,0.201926871
3,3,2,317,1,1.1,1.0698761,0.5727987,2,0.6841881,1,0.209535239
1,4,2,318,1,1.4,1.341958,0.6684136,2,0.7970434,1,0.184410738
5,2,1,319,1,0.8,0.7900088,0.7249718,2,0.833285,1,0.206838906
5,4,1,320,1,1.4,1.0539664,0.41115,2,1.0094073,1,0.164955722
3,4,2,321,1,1.4,1.765986,0.3537236,2,0.6301786,1,0.223362889
1,5,2,322,1,1.7,1.4539894,0.525993,1,0.5595659,1,0.272227755
5,1,2,323,1,0.5,0.5739936,0.8799413,1,1.014459,1,0.202767275
1,4,1,324,1,1.4,0.8859356,0.9430136,1,1.0463708,1,0.184410738
5,2,2,325,1,0.8,0.8858874,0.5585048,1,0.9177153,1,0.206838906
3,1,2,326,1,0.5,0.6700574,0.5580107,1,1.0619564,1,0.200830632
5,5,1,327,1,1.7,1.2538529,0.421993,1,0.9876886,1,0.203337635
1,1,2,328,1,0.5,0.7338902,0.4118124,2,0.7665811,1,0.172699735
3,2,1,329,1,0.8,1.1660409,0.5826638,2,0.8253077,1,0.201926871
1,5,1,330,1,1.7,1.5018436,0.5295846,1,0.7932806,1,0.272227755
5,1,1,331,1,0.5,0.653826,0.721645,2,1.1153484,1,0.202767275
5,1,2,332,1,0.5,0.7259508,0.5235379,1,1.1302832,1,0.202767275
1,1,2,333,1,0.5,0.5740859,0.9542932,1,0.893893,1,0.172699735
