"","WMSize","DurLevel","TPresent","NT","NSub","curDur","repDur","repWaitTime","WMRP","WMRTTest","Crr","repBias","Exp","gap","Gap","valid","log_RP","log_dur"
"11053",1,3,2,253,13,1.1,0.7500434,0.7501149,2,0.7868423,1,0.300577825,"Exp6b",4,3.6,1,-0.287624207459325,0.0953101798043249
"11054",1,3,1,254,13,1.1,0.6860534,0.5950537,1,0.7925651,1,0.300577825,"Exp6b",4,3.6,1,-0.376799811720229,0.0953101798043249
"11055",1,4,2,255,13,1.4,1.1418875,0.5768504,2,0.5730007,1,0.306347979,"Exp6b",4,3.3,1,0.132682594997716,0.336472236621213
"11056",1,5,1,256,13,1.7,1.0619229,0.8132559,2,1.5709733,1,0.350298038,"Exp6b",4,3,1,0.060081321314265,0.53062825106217
"11057",3,1,1,257,13,0.5,0.6460587,1.586983,1,0.610794,1,0.161716237,"Exp6b",4,4.2,1,-0.436864912454614,-0.693147180559945
"11058",5,3,2,258,13,1.1,0.741946,1.6591528,2,1.7881801,1,0.245470302,"Exp6b",4,3.6,1,-0.298478814743402,0.0953101798043249
"11059",1,2,2,259,13,0.8,0.5180647,2.4360034,2,0.7667196,1,0.260213463,"Exp6b",4,3.9,1,-0.65765514104754,-0.22314355131421
"11060",1,2,1,260,13,0.8,0.8779367,1.9825416,1,0.7014785,1,0.260213463,"Exp6b",4,3.9,1,-0.13018078361802,-0.22314355131421
"11061",1,1,1,261,13,0.5,0.5257463,2.0698422,1,0.6788201,1,0.157580141,"Exp6b",4,4.2,1,-0.642936501989474,-0.693147180559945
"11062",3,4,1,262,13,1.4,0.8781983,0.7587049,2,1.1981768,1,0.263784173,"Exp6b",4,3.3,1,-0.129882856634121,0.336472236621213
"11063",5,1,2,263,13,0.5,0.9098222,0.8141271,1,0.9938609,1,0.232154461,"Exp6b",4,4.2,1,-0.0945060831766865,-0.693147180559945
"11064",1,5,2,264,13,1.7,1.3819253,0.6663234,2,0.5452719,1,0.350298038,"Exp6b",4,3,1,0.323477671786203,0.53062825106217
"11065",1,1,2,265,13,0.5,0.6458783,0.9532672,2,0.9141606,1,0.157580141,"Exp6b",4,4.2,1,-0.437144183040057,-0.693147180559945
"11066",1,4,1,266,13,1.4,0.909964,1.3781,1,0.6714764,1,0.306347979,"Exp6b",4,3.3,1,-0.0943502406933366,0.336472236621213
"11067",3,4,2,267,13,1.4,0.8139771,0.8475162,2,1.2617835,1,0.263784173,"Exp6b",4,3.3,1,-0.205823046053461,0.336472236621213
"11068",3,3,1,268,13,1.1,0.7339972,1.7336675,1,1.2842312,1,0.208878069,"Exp6b",4,3.6,1,-0.309250065088794,0.0953101798043249
"11069",5,4,2,269,13,1.4,1.4299486,0.6365076,1,0.6587066,1,0.219449401,"Exp6b",4,3.3,1,0.357638499569869,0.336472236621213
"11070",3,5,1,270,13,1.7,1.5339588,0.9788401,1,0.7831219,1,0.307680977,"Exp6b",4,3,1,0.42785184469651,0.53062825106217
"11071",3,4,2,271,13,1.4,1.6219752,1.0070818,1,0.7987938,1,0.263784173,"Exp6b",4,3.3,1,0.48364466581061,0.336472236621213
"11072",1,3,1,272,13,1.1,1.5820211,1.5187707,1,1.3079089,1,0.300577825,"Exp6b",4,3.6,1,0.458703206803926,0.0953101798043249
"11073",1,1,1,273,13,0.5,0.589869,0.708001,1,0.3128064,1,0.157580141,"Exp6b",4,4.2,1,-0.527854800633852,-0.693147180559945
"11074",3,5,2,274,13,1.7,1.6299119,0.7128525,2,0.9481454,1,0.307680977,"Exp6b",4,3,1,0.488525964278212,0.53062825106217
"11075",5,1,1,275,13,0.5,1.069719,1.9082562,1,0.4938933,1,0.232154461,"Exp6b",4,4.2,1,0.0673959971615487,-0.693147180559945
"11076",3,5,1,276,13,1.7,1.286073,1.022245,1,0.9068705,1,0.307680977,"Exp6b",4,3,1,0.251593389367644,0.53062825106217
"11077",1,4,1,277,13,1.4,1.5739342,1.0591072,1,0.4666384,1,0.306347979,"Exp6b",4,3.3,1,0.453578344801183,0.336472236621213
"11078",1,4,2,278,13,1.4,1.581948,0.8906601,2,0.5447598,1,0.306347979,"Exp6b",4,3.3,1,0.458656999020157,0.336472236621213
"11079",3,4,1,279,13,1.4,1.8219167,0.7530788,2,0.851165,1,0.263784173,"Exp6b",4,3.3,1,0.599889078802501,0.336472236621213
"11080",5,5,1,280,13,1.7,1.837907,0.8485375,1,0.7418233,1,0.280468492,"Exp6b",4,3,1,0.608627424176744,0.53062825106217
"11081",3,3,1,281,13,1.1,1.1341502,0.6938734,1,1.237832,1,0.208878069,"Exp6b",4,3.6,1,0.125883648033753,0.0953101798043249
"11082",3,2,1,282,13,0.8,1.2219573,0.8219048,1,0.5651204,1,0.191995712,"Exp6b",4,3.9,1,0.200453917422035,-0.22314355131421
"11083",1,5,1,283,13,1.7,1.1500765,1.5970818,1,1.3761918,1,0.350298038,"Exp6b",4,3,1,0.139828461901816,0.53062825106217
"11084",5,3,2,284,13,1.1,1.3498896,0.6566918,2,1.5211253,1,0.245470302,"Exp6b",4,3.6,1,0.300022811328576,0.0953101798043249
"11085",1,1,2,285,13,0.5,0.7259053,0.6013024,2,0.7972027,1,0.157580141,"Exp6b",4,4.2,1,-0.320335713436828,-0.693147180559945
"11086",3,1,1,286,13,0.5,0.5339394,0.9651075,1,1.0499757,1,0.161716237,"Exp6b",4,4.2,1,-0.627472929607709,-0.693147180559945
"11087",3,2,2,287,13,0.8,0.8219024,1.1541043,1,0.9559805,1,0.191995712,"Exp6b",4,3.9,1,-0.196133625768678,-0.22314355131421
"11088",5,4,1,288,13,1.4,0.7580586,1.8040848,2,1.3102791,1,0.219449401,"Exp6b",4,3.3,1,-0.276994587620805,0.336472236621213
"11089",5,5,2,289,13,1.7,1.4060567,0.942609,1,0.8417779,1,0.280468492,"Exp6b",4,3,1,0.340789119744629,0.53062825106217
"11090",1,2,2,290,13,0.8,0.9498933,0.9856582,2,0.4852998,1,0.260213463,"Exp6b",4,3.9,1,-0.0514056164849148,-0.22314355131421
"11091",1,5,2,291,13,1.7,1.1338616,1.2697185,2,0.6863943,1,0.350298038,"Exp6b",4,3,1,0.12562915200198,0.53062825106217
"11092",5,2,2,292,13,0.8,0.8057856,1.2067798,1,1.0309751,1,0.259801717,"Exp6b",4,3.9,1,-0.215937576823883,-0.22314355131421
"11093",5,3,1,293,13,1.1,0.9979823,0.815022,1,1.0311519,1,0.245470302,"Exp6b",4,3.6,1,-0.0020197382988903,0.0953101798043249
"11094",5,4,2,294,13,1.4,1.3098992,1.9512908,2,0.9100392,1,0.219449401,"Exp6b",4,3.3,1,0.269950187687636,0.336472236621213
"11095",5,2,1,295,13,0.8,1.4300664,0.7104252,1,1.2897223,1,0.259801717,"Exp6b",4,3.9,1,0.357720876760245,-0.22314355131421
"11096",5,1,2,296,13,0.5,1.3659982,1.017733,2,1.2993221,1,0.232154461,"Exp6b",4,4.2,1,0.311885443431771,-0.693147180559945
"11097",3,3,2,297,13,1.1,0.9660829,0.9393373,2,0.7760254,1,0.208878069,"Exp6b",4,3.6,1,-0.0345056306463733,0.0953101798043249
"11098",1,3,2,298,13,1.1,1.0780832,1.7202657,2,0.5133777,1,0.300577825,"Exp6b",4,3.6,1,0.0751846494714796,0.0953101798043249
"11099",3,1,2,299,13,0.5,0.7578999,0.9215307,2,1.0471327,1,0.161716237,"Exp6b",4,4.2,1,-0.277203960107691,-0.693147180559945
"11100",1,2,1,300,13,0.8,1.0140523,0.3557879,1,1.5740012,1,0.260213463,"Exp6b",4,3.9,1,0.0139544817481669,-0.22314355131421
"11101",1,1,2,301,13,0.5,1.1259347,0.7500961,2,0.612042,1,0.157580141,"Exp6b",4,4.2,1,0.118613535140641,-0.693147180559945
"11102",3,2,2,302,13,0.8,0.9659764,0.7240315,2,0.7611934,1,0.191995712,"Exp6b",4,3.9,1,-0.034615875709874,-0.22314355131421
"11103",3,4,1,303,13,1.4,1.1099767,0.8015291,1,0.9182458,1,0.263784173,"Exp6b",4,3.3,1,0.104339024112938,0.336472236621213
"11104",3,3,2,304,13,1.1,1.237835,1.0945742,2,1.0101253,1,0.208878069,"Exp6b",4,3.6,1,0.213363885896868,0.0953101798043249
"11105",1,2,2,305,13,0.8,1.1019738,0.994525,2,1.4555278,1,0.260213463,"Exp6b",4,3.9,1,0.097102935493466,-0.22314355131421
"11106",1,4,1,306,13,1.4,0.9099309,0.767547,1,1.0055297,1,0.306347979,"Exp6b",4,3.3,1,-0.0943866164203125,0.336472236621213
"11107",5,1,2,307,13,0.5,0.6060758,1.2533681,2,1.9400449,1,0.232154461,"Exp6b",4,4.2,1,-0.500750218226736,-0.693147180559945
"11108",1,2,1,308,13,0.8,0.5500282,0.9400097,1,0.6573608,1,0.260213463,"Exp6b",4,3.9,1,-0.597785729342749,-0.22314355131421
"11109",5,3,2,309,13,1.1,0.8700265,1.0411928,2,0.6698585,1,0.245470302,"Exp6b",4,3.6,1,-0.139231608027282,0.0953101798043249
"11110",3,5,2,310,13,1.7,1.37385,0.7022674,1,1.0361273,1,0.307680977,"Exp6b",4,3,1,0.317617017534969,0.53062825106217
"11111",1,4,2,311,13,1.4,1.0779827,0.3885361,2,0.9307286,1,0.306347979,"Exp6b",4,3.3,1,0.0750914241205542,0.336472236621213
"11112",1,1,1,312,13,0.5,0.7659656,0.6428207,1,0.547397,1,0.157580141,"Exp6b",4,4.2,1,-0.266618018866156,-0.693147180559945
"11113",5,5,1,313,13,1.7,0.9339142,1.2673781,-1,2.0001385,1,0.280468492,"Exp6b",4,3,1,-0.0683707079279862,0.53062825106217
"11114",1,3,1,314,13,1.1,0.901843,0.7964085,1,0.4412027,1,0.300577825,"Exp6b",4,3.6,1,-0.103314831718972,0.0953101798043249
"11115",3,1,2,315,13,0.5,1.0061012,1.7295812,2,0.7252579,1,0.161716237,"Exp6b",4,4.2,1,0.00608266303953797,-0.693147180559945
"11116",5,2,1,316,13,0.8,0.8379953,0.6133789,1,0.7563796,1,0.259801717,"Exp6b",4,3.9,1,-0.176742787107668,-0.22314355131421
"11117",1,5,2,317,13,1.7,1.1899757,0.9882538,2,1.5821361,1,0.350298038,"Exp6b",4,3,1,0.173932886746876,0.53062825106217
"11118",5,4,2,318,13,1.4,1.3980046,1.0701663,1,1.6846002,1,0.219449401,"Exp6b",4,3.3,1,0.335045934221083,0.336472236621213
"11119",5,5,2,319,13,1.7,1.3900639,1.644983,2,1.0046519,1,0.280468492,"Exp6b",4,3,1,0.329349717308978,0.53062825106217
"11120",3,3,1,320,13,1.1,0.6460232,1.273152,1,1.4534313,1,0.208878069,"Exp6b",4,3.6,1,-0.436919862531709,0.0953101798043249
"11121",3,5,1,321,13,1.7,1.1819584,0.6214159,1,1.9260194,1,0.307680977,"Exp6b",4,3,1,0.167172723779114,0.53062825106217
"11122",3,4,2,322,13,1.4,1.5737568,0.5344895,2,0.747085,1,0.263784173,"Exp6b",4,3.3,1,0.45346562725668,0.336472236621213
"11123",3,1,1,323,13,0.5,0.8698996,1.6751267,1,1.2876426,1,0.161716237,"Exp6b",4,4.2,1,-0.139377476291716,-0.693147180559945
"11124",1,3,2,324,13,1.1,1.0140047,2.1347146,2,0.6579299,1,0.300577825,"Exp6b",4,3.6,1,0.0139075402667307,0.0953101798043249
"11125",3,2,1,325,13,0.8,0.6458674,0.9140124,1,1.0605315,1,0.191995712,"Exp6b",4,3.9,1,-0.437161059426795,-0.22314355131421
"11126",1,5,1,326,13,1.7,1.3818311,0.8769278,1,0.8434954,1,0.350298038,"Exp6b",4,3,1,0.323409503694372,0.53062825106217
"11127",5,4,1,327,13,1.4,1.3339327,0.9077866,1,0.8110561,1,0.219449401,"Exp6b",4,3.3,1,0.288131496445687,0.336472236621213
"11128",5,1,1,328,13,0.5,0.7338459,1.603496,1,0.7987933,1,0.232154461,"Exp6b",4,4.2,1,-0.309456217913351,-0.693147180559945
"11129",5,3,1,329,13,1.1,1.3580299,0.9107557,1,1.5250981,1,0.245470302,"Exp6b",4,3.6,1,0.306035046567168,0.0953101798043249
"11130",5,2,2,330,13,0.8,0.8378996,1.2931724,1,0.7528421,1,0.259801717,"Exp6b",4,3.9,1,-0.176856994746946,-0.22314355131421
"11131",3,4,2,331,13,1.4,1.333976,1.7050966,2,1.560469,1,0.263784173,"Exp6b",4,3.3,1,0.288163956327094,0.336472236621213
"11132",3,1,1,332,13,0.5,0.4618861,1.1769669,1,0.7680316,1,0.161716237,"Exp6b",4,4.2,1,-0.772436955092127,-0.693147180559945
"11133",1,1,1,333,13,0.5,0.502003,1.7445279,1,0.5514605,1,0.157580141,"Exp6b",4,4.2,1,-0.689149183212647,-0.693147180559945
"11134",1,4,2,334,13,1.4,1.0299976,1.0157329,2,0.4708289,1,0.306347979,"Exp6b",4,3.3,1,0.0295564721417423,0.336472236621213
"11135",3,1,2,335,13,0.5,0.7260146,1.094764,2,0.854787,1,0.161716237,"Exp6b",4,4.2,1,-0.320185154166711,-0.693147180559945
"11136",5,3,2,336,13,1.1,1.013908,0.7187375,-1,2.0000781,1,0.245470302,"Exp6b",4,3.6,1,0.0138121712697582,0.0953101798043249
"11137",1,1,2,337,13,0.5,0.7580635,1.7942491,2,1.9732574,1,0.157580141,"Exp6b",4,4.2,1,-0.276988123761463,-0.693147180559945
"11138",1,5,1,338,13,1.7,0.749971,1.6935005,1,1.3327823,1,0.350298038,"Exp6b",4,3,1,-0.287720739866022,0.53062825106217
"11139",3,2,2,339,13,0.8,0.7899153,0.6367257,2,1.1325395,1,0.191995712,"Exp6b",4,3.9,1,-0.235829554458903,-0.22314355131421
"11140",3,3,1,340,13,1.1,1.0060702,1.3779957,1,1.5158759,1,0.208878069,"Exp6b",4,3.6,1,0.00605185055507211,0.0953101798043249
"11141",1,4,1,341,13,1.4,1.589922,0.2917666,1,0.7215465,1,0.306347979,"Exp6b",4,3.3,1,0.463684958425052,0.336472236621213
"11142",5,5,1,342,13,1.7,1.4540781,0.8653535,1,0.6938348,1,0.280468492,"Exp6b",4,3,1,0.374372091561498,0.53062825106217
"11143",3,5,2,343,13,1.7,1.3900346,1.5581238,2,1.4090628,1,0.307680977,"Exp6b",4,3,1,0.329328638919128,0.53062825106217
"11144",1,5,2,344,13,1.7,1.1100303,1.3854076,2,0.5904911,1,0.350298038,"Exp6b",4,3,1,0.104387312248976,0.53062825106217
"11145",5,4,2,345,13,1.4,1.6779938,1.3505525,2,0.9022429,1,0.219449401,"Exp6b",4,3.3,1,0.517598913163337,0.336472236621213
"11146",1,3,1,346,13,1.1,0.5498459,0.9746502,1,0.818584,1,0.300577825,"Exp6b",4,3.6,1,-0.598117221832061,0.0953101798043249
"11147",3,4,1,347,13,1.4,1.1099834,1.2668207,-1,2.0000601,1,0.263784173,"Exp6b",4,3.3,1,0.104345060257461,0.336472236621213
"11148",1,3,2,348,13,1.1,1.2939294,1.9968928,1,0.610323,1,0.300577825,"Exp6b",4,3.6,1,0.257683635084875,0.0953101798043249
"11149",5,3,1,349,13,1.1,0.9740197,1.3307125,1,1.2715291,1,0.245470302,"Exp6b",4,3.6,1,-0.0263237496714522,0.0953101798043249
"11150",1,2,1,350,13,0.8,0.5980875,0.5914451,1,0.9059353,1,0.260213463,"Exp6b",4,3.9,1,-0.514018214665155,-0.22314355131421
"11151",3,3,2,351,13,1.1,1.1259982,1.2726068,2,0.905687,1,0.208878069,"Exp6b",4,3.6,1,0.11866993113718,0.0953101798043249
"11152",5,1,1,352,13,0.5,0.8380764,3.2416271,1,0.9273938,1,0.232154461,"Exp6b",4,4.2,1,-0.176646013204662,-0.693147180559945
"11153",5,1,2,353,13,0.5,0.6939648,1.063963,2,0.8343466,1,0.232154461,"Exp6b",4,4.2,1,-0.365334040222754,-0.693147180559945
"11154",3,2,1,354,13,0.8,0.9659192,0.7947905,1,0.6213171,1,0.191995712,"Exp6b",4,3.9,1,-0.0346750921603041,-0.22314355131421
"11155",3,5,1,355,13,1.7,1.7819778,0.7654038,1,0.6884199,1,0.307680977,"Exp6b",4,3,1,0.577723871058559,0.53062825106217
"11156",5,2,2,356,13,0.8,1.2140271,0.5924336,2,1.4251065,1,0.259801717,"Exp6b",4,3.9,1,0.19394301528766,-0.22314355131421
"11157",5,4,1,357,13,1.4,1.4140909,0.889004,1,0.7021317,1,0.219449401,"Exp6b",4,3.3,1,0.346486851122429,0.336472236621213
"11158",1,2,2,358,13,0.8,1.3339498,0.4943324,2,0.950211,1,0.260213463,"Exp6b",4,3.9,1,0.288144315600953,-0.22314355131421
"11159",5,2,1,359,13,0.8,1.2139056,1.3583598,-1,2.0000957,1,0.259801717,"Exp6b",4,3.9,1,0.193842930141065,-0.22314355131421
"11160",5,5,2,360,13,1.7,1.5339312,1.3183187,2,1.0612215,1,0.280468492,"Exp6b",4,3,1,0.427833851874081,0.53062825106217
"11161",3,5,2,1,14,1.7,1.7255847,0.9866352,2,0.9049559,1,0.135369893,"Exp6b",4,3,1,0.545565949572278,0.53062825106217
"11162",3,1,1,2,14,0.5,0.7412478,0.8513793,1,0.9601649,1,0.109942646,"Exp6b",4,4.2,1,-0.299420296634134,-0.693147180559945
"11163",5,4,1,3,14,1.4,1.269086,0.964277,2,0.9390208,1,0.132114678,"Exp6b",4,3.3,1,0.238296956333532,0.336472236621213
"11164",3,4,2,4,14,1.4,1.2540283,1.0111261,1,1.1445833,1,0.15432701,"Exp6b",4,3.3,1,0.226361009739175,0.336472236621213
"11165",3,3,1,5,14,1.1,1.1341627,0.9291302,1,0.7006994,1,0.070593354,"Exp6b",4,3.6,1,0.125894669440897,0.0953101798043249
"11166",5,3,2,6,14,1.1,0.8618732,0.7671744,2,0.6224758,1,0.140282894,"Exp6b",4,3.6,1,-0.148647118906657,0.0953101798043249
"11167",3,3,2,7,14,1.1,1.2299887,0.838672,2,0.9089761,1,0.070593354,"Exp6b",4,3.6,1,0.207004982350256,0.0953101798043249
"11168",1,2,2,8,14,0.8,0.6297965,0.4852708,2,0.3831918,1,0.183785275,"Exp6b",4,3.9,1,-0.462358527650439,-0.22314355131421
"11169",1,5,2,9,14,1.7,1.6540126,0.8651183,2,0.5310563,1,0.104174717,"Exp6b",4,3,1,0.503204214468493,0.53062825106217
"11170",5,2,2,10,14,0.8,0.8219852,0.8856178,2,0.6242626,1,0.193643362,"Exp6b",4,3.9,1,-0.196032888954227,-0.22314355131421
"11171",1,1,1,11,14,0.5,0.4619953,0.7145452,1,0.6116912,1,0.118539353,"Exp6b",4,4.2,1,-0.772200561112318,-0.693147180559945
"11172",5,5,1,12,14,1.7,1.5659611,1.2203141,2,0.7812228,1,0.11377451,"Exp6b",4,3,1,0.448499756902486,0.53062825106217
"11173",5,1,1,13,14,0.5,0.4460051,0.9981807,1,0.7012756,1,0.115688098,"Exp6b",4,4.2,1,-0.807424892049873,-0.693147180559945
"11174",3,4,1,14,14,1.4,1.3019231,0.6777272,1,0.7271211,1,0.15432701,"Exp6b",4,3.3,1,0.26384247906206,0.336472236621213
"11175",3,2,1,15,14,0.8,0.7499083,0.8877661,2,1.3507009,1,0.197596593,"Exp6b",4,3.9,1,-0.287804346593626,-0.22314355131421
"11176",3,1,2,16,14,0.5,0.4779715,0.8472091,2,0.6988351,1,0.109942646,"Exp6b",4,4.2,1,-0.738204171699191,-0.693147180559945
"11177",1,3,1,17,14,1.1,1.2859518,0.6751133,1,0.4455703,1,0.069251514,"Exp6b",4,3.6,1,0.251499144553138,0.0953101798043249
"11178",5,2,1,18,14,0.8,0.8779481,0.7577647,1,1.0131769,1,0.193643362,"Exp6b",4,3.9,1,-0.130167798711493,-0.22314355131421
"11179",5,3,1,19,14,1.1,1.1818307,0.8534471,2,1.2367451,1,0.140282894,"Exp6b",4,3.6,1,0.16706467691476,0.0953101798043249
"11180",1,1,2,20,14,0.5,0.5100121,0.6722233,2,0.5696536,1,0.118539353,"Exp6b",4,4.2,1,-0.673320828055015,-0.693147180559945
"11181",1,4,1,21,14,1.4,1.1898139,0.7062603,1,0.5501841,1,0.163501429,"Exp6b",4,3.3,1,0.173796908339164,0.336472236621213
"11182",5,1,2,22,14,0.5,0.5975989,0.7833276,2,0.9285718,1,0.115688098,"Exp6b",4,4.2,1,-0.514835485861341,-0.693147180559945
"11183",1,4,2,23,14,1.4,1.2379888,0.6484791,2,0.4700204,1,0.163501429,"Exp6b",4,3.3,1,0.213488127371724,0.336472236621213
"11184",3,5,1,24,14,1.7,1.7419423,0.6545473,1,1.2234854,1,0.135369893,"Exp6b",4,3,1,0.555000755034435,0.53062825106217
"11185",5,5,2,25,14,1.7,1.5099469,0.5675558,2,0.837624,1,0.11377451,"Exp6b",4,3,1,0.412074484645596,0.53062825106217
"11186",5,4,2,26,14,1.4,1.3020276,0.7095921,2,0.9019718,1,0.132114678,"Exp6b",4,3.3,1,0.263922741718382,0.336472236621213
"11187",1,2,1,27,14,0.8,0.8780441,0.6304393,1,0.4910531,1,0.183785275,"Exp6b",4,3.9,1,-0.130058458817961,-0.22314355131421
"11188",3,2,2,28,14,0.8,0.8458797,0.9550766,2,0.6919692,1,0.197596593,"Exp6b",4,3.9,1,-0.167378128068651,-0.22314355131421
"11189",1,5,1,29,14,1.7,1.710066,0.6359525,1,0.5188383,1,0.104174717,"Exp6b",4,3,1,0.536531966260971,0.53062825106217
"11190",1,3,2,30,14,1.1,1.2299272,0.7992876,2,0.6148626,1,0.069251514,"Exp6b",4,3.6,1,0.206954980640837,0.0953101798043249
"11191",5,1,2,31,14,0.5,0.8219192,0.7749639,2,0.687805,1,0.115688098,"Exp6b",4,4.2,1,-0.196113185594391,-0.693147180559945
"11192",1,3,2,32,14,1.1,1.1340307,0.8238689,2,0.8424683,1,0.069251514,"Exp6b",4,3.6,1,0.125778277249518,0.0953101798043249
"11193",1,3,1,33,14,1.1,1.3100031,0.6268662,1,0.846061,1,0.069251514,"Exp6b",4,3.6,1,0.270029503622474,0.0953101798043249
"11194",3,1,2,34,14,0.5,0.7979469,0.8222143,2,0.7022609,1,0.109942646,"Exp6b",4,4.2,1,-0.225713225099686,-0.693147180559945
"11195",5,4,1,35,14,1.4,1.5819132,0.5348995,1,1.0670446,1,0.132114678,"Exp6b",4,3.3,1,0.458635000583562,0.336472236621213
"11196",1,5,2,36,14,1.7,1.4779829,0.6590264,2,0.4862273,1,0.104174717,"Exp6b",4,3,1,0.390678252770312,0.53062825106217
"11197",3,4,1,37,14,1.4,1.2299251,0.694828,1,0.6185541,1,0.15432701,"Exp6b",4,3.3,1,0.206953273221249,0.336472236621213
"11198",3,3,1,38,14,1.1,1.2698928,0.5310408,1,0.6199914,1,0.070593354,"Exp6b",4,3.6,1,0.238932487459003,0.0953101798043249
"11199",1,5,1,39,14,1.7,1.6219229,0.8202774,1,0.5795012,1,0.104174717,"Exp6b",4,3,1,0.483612420654694,0.53062825106217
"11200",5,4,2,40,14,1.4,1.2537374,1.0070507,1,0.693595,1,0.132114678,"Exp6b",4,3.3,1,0.226129010393059,0.336472236621213
"11201",1,4,2,41,14,1.4,1.2219418,0.6219934,2,0.5412014,1,0.163501429,"Exp6b",4,3.3,1,0.200441232773966,0.336472236621213
"11202",5,5,2,42,14,1.7,1.4779936,1.2372711,2,0.753498,1,0.11377451,"Exp6b",4,3,1,0.390685492340721,0.53062825106217
"11203",3,2,1,43,14,0.8,0.8140449,0.9135812,2,0.6375532,1,0.197596593,"Exp6b",4,3.9,1,-0.205739754795678,-0.22314355131421
"11204",5,1,1,44,14,0.5,0.773962,0.6135924,1,0.7586515,1,0.115688098,"Exp6b",4,4.2,1,-0.256232502204874,-0.693147180559945
"11205",1,2,1,45,14,0.8,0.7019943,0.7508954,1,0.4775961,1,0.183785275,"Exp6b",4,3.9,1,-0.35382999464741,-0.22314355131421
"11206",1,1,1,46,14,0.5,0.6218902,0.7420327,1,0.4401119,1,0.118539353,"Exp6b",4,4.2,1,-0.474991729156931,-0.693147180559945
"11207",5,2,2,47,14,0.8,0.7739764,0.6723556,1,1.0229633,1,0.193643362,"Exp6b",4,3.9,1,-0.256213896813341,-0.22314355131421
"11208",1,4,1,48,14,1.4,1.1580398,0.5030339,1,0.3895753,1,0.163501429,"Exp6b",4,3.3,1,0.146728748162946,0.336472236621213
"11209",3,1,1,49,14,0.5,0.4701262,0.6776107,1,1.2406189,1,0.109942646,"Exp6b",4,4.2,1,-0.754754109682265,-0.693147180559945
"11210",3,5,1,50,14,1.7,1.6459402,0.7445968,1,0.8900098,1,0.135369893,"Exp6b",4,3,1,0.498311771096732,0.53062825106217
"11211",5,2,1,51,14,0.8,0.7259371,0.7219594,1,0.5846999,1,0.193643362,"Exp6b",4,3.9,1,-0.320291907029183,-0.22314355131421
"11212",3,2,2,52,14,0.8,0.8380217,1.1611503,1,0.6742767,1,0.197596593,"Exp6b",4,3.9,1,-0.176711283847257,-0.22314355131421
"11213",1,1,2,53,14,0.5,0.7577781,0.4982371,2,0.5047314,1,0.118539353,"Exp6b",4,4.2,1,-0.277364680260998,-0.693147180559945
"11214",1,2,2,54,14,0.8,0.7179978,0.5526624,2,0.5183796,1,0.183785275,"Exp6b",4,3.9,1,-0.331288774005459,-0.22314355131421
"11215",5,3,2,55,14,1.1,1.1178708,0.6948697,2,0.8710704,1,0.140282894,"Exp6b",4,3.6,1,0.11142580454867,0.0953101798043249
"11216",3,5,2,56,14,1.7,1.0699689,0.7350258,2,0.7038326,1,0.135369893,"Exp6b",4,3,1,0.0676295826308464,0.53062825106217
"11217",3,3,2,57,14,1.1,1.1419996,0.7277914,2,0.6939439,1,0.070593354,"Exp6b",4,3.6,1,0.13278076097106,0.0953101798043249
"11218",5,5,1,58,14,1.7,1.501924,0.5583652,1,0.6848568,1,0.11377451,"Exp6b",4,3,1,0.406746952860695,0.53062825106217
"11219",5,3,1,59,14,1.1,1.2299297,0.6213364,1,0.7081547,1,0.140282894,"Exp6b",4,3.6,1,0.206957013279402,0.0953101798043249
"11220",3,4,2,60,14,1.4,1.2860001,0.6566118,1,0.6276908,1,0.15432701,"Exp6b",4,3.3,1,0.251536703575922,0.336472236621213
"11221",1,4,1,61,14,1.4,1.1259358,0.5560718,1,0.4256461,1,0.163501429,"Exp6b",4,3.3,1,0.118614512106235,0.336472236621213
"11222",5,4,1,62,14,1.4,1.2939517,0.7779769,2,1.0239764,1,0.132114678,"Exp6b",4,3.3,1,0.257700869261515,0.336472236621213
"11223",1,3,2,63,14,1.1,1.2938809,0.6002001,2,0.5891861,1,0.069251514,"Exp6b",4,3.6,1,0.25764615165728,0.0953101798043249
"11224",1,3,1,64,14,1.1,1.2459788,0.7892928,1,0.4288292,1,0.069251514,"Exp6b",4,3.6,1,0.219921405774286,0.0953101798043249
"11225",3,5,2,65,14,1.7,1.6458248,1.0209444,2,0.5152501,1,0.135369893,"Exp6b",4,3,1,0.498241656735563,0.53062825106217
"11226",1,1,1,66,14,0.5,0.4300084,1.0993576,1,0.4146115,1,0.118539353,"Exp6b",4,4.2,1,-0.843950535601611,-0.693147180559945
"11227",3,4,1,67,14,1.4,1.3019149,0.6069128,1,0.6116016,1,0.15432701,"Exp6b",4,3.3,1,0.263836180667153,0.336472236621213
"11228",5,3,2,68,14,1.1,1.2539217,0.803885,2,0.762337,1,0.140282894,"Exp6b",4,3.6,1,0.226276000069872,0.0953101798043249
"11229",3,2,1,69,14,0.8,0.6778807,1.0345193,1,0.6067982,1,0.197596593,"Exp6b",4,3.9,1,-0.388783965226355,-0.22314355131421
"11230",3,5,1,70,14,1.7,1.7178874,0.7667629,2,0.7484905,1,0.135369893,"Exp6b",4,3,1,0.541095280087012,0.53062825106217
"11231",5,1,1,71,14,0.5,0.6221244,0.6043656,1,0.5403865,1,0.115688098,"Exp6b",4,4.2,1,-0.474615206240291,-0.693147180559945
