WMSize,DurLevel,TPresent,NT,NSub,curDur,repDur,repWaitTime,WMRP,WMRTTest,valid,repBias,Exp
1,1,2,239,4,0.5,0.5180055,0.4943249,2,0.4634555,1,0.067861529,Exp. 6a
3,3,1,240,4,1.1,0.9899451,0.3748103,2,0.5921313,1,0.154928272,Exp. 6a
1,4,1,241,4,1.4,1.5256837,0.3813403,1,0.7105593,1,0.281395561,Exp. 6a
5,5,1,242,4,1.7,1.469915,0.4739372,2,0.6190449,1,0.11788786,Exp. 6a
1,1,2,243,4,0.5,0.5659085,0.4855217,2,0.4546764,1,0.067861529,Exp. 6a
5,3,2,244,4,1.1,0.8700319,1.4042377,2,0.5334407,1,0.146817336,Exp. 6a
1,2,2,245,4,0.8,0.8938982,0.6503354,2,0.4114413,1,0.15471505,Exp. 6a
1,4,2,246,4,1.4,1.3739409,0.2935376,2,0.4228143,1,0.281395561,Exp. 6a
5,1,2,247,4,0.5,0.5978728,0.5082531,2,0.4134128,1,0.107572259,Exp. 6a
5,3,1,248,4,1.1,1.0061188,0.3289629,2,0.4581644,1,0.146817336,Exp. 6a
3,3,2,249,4,1.1,0.9258805,0.4124609,2,0.4216121,1,0.154928272,Exp. 6a
5,5,2,250,4,1.7,1.3659214,0.4160395,2,0.4893996,1,0.11788786,Exp. 6a
3,1,2,251,4,0.5,0.5259589,0.4337862,2,0.8747683,1,0.198993844,Exp. 6a
5,4,1,252,4,1.4,1.4218636,0.364489,2,0.4056493,1,0.209374682,Exp. 6a
1,1,1,253,4,0.5,0.4380493,0.4706158,1,0.5516617,1,0.067861529,Exp. 6a
5,1,1,254,4,0.5,0.5259616,0.3155278,2,0.4526962,1,0.107572259,Exp. 6a
1,5,2,255,4,1.7,1.4619763,0.3311385,2,0.5480017,1,0.081251743,Exp. 6a
1,3,1,256,4,1.1,1.0220705,0.5405277,1,0.5818724,1,0.146394478,Exp. 6a
3,1,1,257,4,0.5,0.5501267,1.2630197,1,0.8883387,1,0.198993844,Exp. 6a
1,2,1,258,4,0.8,0.9017701,1.1995483,1,0.6405643,1,0.15471505,Exp. 6a
3,3,1,259,4,1.1,1.0218178,0.4847656,1,0.6700863,1,0.154928272,Exp. 6a
3,5,2,260,4,1.7,1.4939885,0.3696215,2,0.5069419,1,0.158405923,Exp. 6a
5,4,2,261,4,1.4,1.573946,0.2874982,2,0.6244357,1,0.209374682,Exp. 6a
1,5,1,262,4,1.7,1.5499362,0.2942786,1,0.4634868,1,0.081251743,Exp. 6a
5,2,2,263,4,0.8,1.0139286,0.5095544,2,0.5825254,1,0.113899141,Exp. 6a
3,4,2,264,4,1.4,1.4300307,0.3777127,2,0.4830434,1,0.243482069,Exp. 6a
5,2,1,265,4,0.8,0.925899,0.2749786,2,0.4678506,1,0.113899141,Exp. 6a
3,2,1,266,4,0.8,0.9178063,0.3562713,2,0.6297366,1,0.151148946,Exp. 6a
3,2,2,267,4,0.8,0.9259732,0.2906937,2,0.4436302,1,0.151148946,Exp. 6a
3,4,1,268,4,1.4,1.4619786,0.2913034,1,0.7564568,1,0.243482069,Exp. 6a
3,5,1,269,4,1.7,1.5099799,0.2385746,1,0.6157037,1,0.158405923,Exp. 6a
1,3,2,270,4,1.1,1.0140339,0.386109,2,0.4510574,1,0.146394478,Exp. 6a
5,4,2,271,4,1.4,1.5419179,0.2513514,2,0.5646382,1,0.209374682,Exp. 6a
3,5,2,272,4,1.7,1.4459965,1.5408849,2,0.6302532,1,0.158405923,Exp. 6a
3,1,2,273,4,0.5,0.4861114,0.3746325,2,0.4557454,1,0.198993844,Exp. 6a
1,5,1,274,4,1.7,1.4940771,0.2535298,1,0.6387669,1,0.081251743,Exp. 6a
3,3,2,275,4,1.1,1.0540036,0.4167657,2,0.4499495,1,0.154928272,Exp. 6a
1,4,1,276,4,1.4,1.3901085,0.3345601,1,0.5438261,1,0.281395561,Exp. 6a
1,4,2,277,4,1.4,1.501944,0.4186,2,0.636039,1,0.281395561,Exp. 6a
3,1,1,278,4,0.5,0.4540768,0.5824663,1,0.8717313,1,0.198993844,Exp. 6a
5,5,1,279,4,1.7,1.157919,0.3183589,2,0.5834599,1,0.11788786,Exp. 6a
1,2,1,280,4,0.8,0.9579354,0.5407483,1,0.3338835,1,0.15471505,Exp. 6a
5,5,2,281,4,1.7,1.4697387,0.3810602,2,0.5098932,1,0.11788786,Exp. 6a
1,2,2,282,4,0.8,1.0539341,0.2762847,2,0.3492781,1,0.15471505,Exp. 6a
3,3,1,283,4,1.1,1.0140194,0.4880185,2,0.5772995,1,0.154928272,Exp. 6a
5,2,1,284,4,0.8,0.8540948,0.4293167,2,0.4382819,1,0.113899141,Exp. 6a
5,3,1,285,4,1.1,1.005886,0.4588647,2,0.6361901,1,0.146817336,Exp. 6a
3,2,2,286,4,0.8,1.0220722,0.417413,2,0.5063788,1,0.151148946,Exp. 6a
5,1,1,287,4,0.5,0.4861092,0.5289317,1,0.4742676,1,0.107572259,Exp. 6a
1,3,1,288,4,1.1,1.1019069,0.6414356,1,0.5069354,1,0.146394478,Exp. 6a
1,1,2,289,4,0.5,0.4139243,0.4847286,2,0.3818981,1,0.067861529,Exp. 6a
1,1,1,290,4,0.5,0.4699674,0.5379231,1,0.3949936,1,0.067861529,Exp. 6a
5,3,2,291,4,1.1,0.8058906,1.3947129,2,0.5320643,1,0.146817336,Exp. 6a
1,3,2,292,4,1.1,1.0060368,0.2999454,2,0.4927022,1,0.146394478,Exp. 6a
5,2,2,293,4,0.8,1.1578114,0.312975,2,0.5541132,1,0.113899141,Exp. 6a
3,4,1,294,4,1.4,1.118041,0.3106823,2,0.5440521,1,0.243482069,Exp. 6a
3,5,1,295,4,1.7,1.3498965,0.3662735,1,0.8554846,1,0.158405923,Exp. 6a
3,2,1,296,4,0.8,1.2060798,0.1949211,2,0.4122037,1,0.151148946,Exp. 6a
3,4,2,297,4,1.4,1.1498026,0.3801465,2,0.6052189,1,0.243482069,Exp. 6a
5,1,2,298,4,0.5,0.4781515,0.6403576,2,0.5931847,1,0.107572259,Exp. 6a
1,5,2,299,4,1.7,1.6859925,0.2768537,2,0.4941871,1,0.081251743,Exp. 6a
5,4,1,300,4,1.4,1.6220667,0.2953943,2,0.5206361,1,0.209374682,Exp. 6a
3,1,1,301,4,0.5,0.4300399,0.5022946,2,0.6234937,1,0.198993844,Exp. 6a
1,4,1,302,4,1.4,1.5659671,0.3784587,1,1.0593854,1,0.281395561,Exp. 6a
5,1,1,303,4,0.5,0.550136,0.5019537,2,0.4634102,1,0.107572259,Exp. 6a
5,4,1,304,4,1.4,1.4779474,0.3489396,1,0.6461,1,0.209374682,Exp. 6a
3,3,1,305,4,1.1,1.2299978,0.4291063,1,0.5904457,1,0.154928272,Exp. 6a
3,2,1,306,4,0.8,1.0139274,0.500067,1,0.4453671,1,0.151148946,Exp. 6a
3,1,2,307,4,0.5,0.4219893,0.4645704,2,0.4095386,1,0.198993844,Exp. 6a
3,2,2,308,4,0.8,1.0620287,0.5664016,2,0.5512389,1,0.151148946,Exp. 6a
1,4,2,309,4,1.4,1.4460314,0.3586497,2,0.735703,1,0.281395561,Exp. 6a
1,1,2,310,4,0.5,0.4459715,0.5755919,2,0.408815,1,0.067861529,Exp. 6a
5,3,1,311,4,1.1,0.9818644,0.4554869,2,0.4886407,1,0.146817336,Exp. 6a
1,1,1,312,4,0.5,0.421973,0.902976,1,0.5203083,1,0.067861529,Exp. 6a
1,3,2,313,4,1.1,1.0860122,0.4189197,1,0.5000169,1,0.146394478,Exp. 6a
1,5,2,314,4,1.7,1.5579152,0.3201771,2,0.5769961,1,0.081251743,Exp. 6a
1,3,1,315,4,1.1,1.278006,0.4219808,1,0.4311921,1,0.146394478,Exp. 6a
5,1,2,316,4,0.5,0.6460032,0.5232779,2,0.5165565,1,0.107572259,Exp. 6a
3,4,2,317,4,1.4,1.5100846,0.4933623,2,0.6466382,1,0.243482069,Exp. 6a
5,5,2,318,4,1.7,1.573911,0.3587939,2,0.5360821,1,0.11788786,Exp. 6a
3,5,2,319,4,1.7,1.6538397,0.258733,2,0.7238732,1,0.158405923,Exp. 6a
5,4,2,320,4,1.4,1.6780765,0.511378,2,0.6165782,1,0.209374682,Exp. 6a
5,2,1,321,4,0.8,1.1018958,0.4137634,2,0.6386794,1,0.113899141,Exp. 6a
3,3,2,322,4,1.1,0.9099298,0.5622095,2,0.5234779,1,0.154928272,Exp. 6a
1,5,1,323,4,1.7,1.3980216,0.3840563,1,1.3611856,1,0.081251743,Exp. 6a
1,2,2,324,4,0.8,0.4940112,0.6340276,2,0.3628494,1,0.15471505,Exp. 6a
3,5,1,325,4,1.7,1.4698038,0.262325,1,0.6474649,1,0.158405923,Exp. 6a
5,5,1,326,4,1.7,1.4777407,0.274209,2,0.6192381,1,0.11788786,Exp. 6a
5,2,2,327,4,0.8,0.9819419,0.3170637,2,0.5820889,1,0.113899141,Exp. 6a
3,4,1,328,4,1.4,1.4941075,0.3381376,2,0.4274999,1,0.243482069,Exp. 6a
5,3,2,329,4,1.1,1.5740012,0.3065273,2,1.259225,1,0.146817336,Exp. 6a
1,2,1,330,4,0.8,0.9978346,0.3604958,1,0.3933084,1,0.15471505,Exp. 6a
3,3,1,331,4,1.1,0.9580274,0.3473506,2,0.6445353,1,0.154928272,Exp. 6a
1,1,2,332,4,0.5,0.4859291,0.5359594,2,0.4330516,1,0.067861529,Exp. 6a
1,3,1,333,4,1.1,0.942023,0.3275903,1,0.4570372,1,0.146394478,Exp. 6a
1,2,2,334,4,0.8,0.9899989,0.3824997,2,0.3353665,1,0.15471505,Exp. 6a
3,1,1,335,4,0.5,0.5179065,1.3848025,1,0.7699773,1,0.198993844,Exp. 6a
1,5,2,336,4,1.7,1.5259556,0.3183935,1,0.5593016,1,0.081251743,Exp. 6a
1,4,1,337,4,1.4,1.5818255,0.3420424,1,0.4392075,1,0.281395561,Exp. 6a
3,2,2,338,4,0.8,1.0141145,0.3624789,2,0.4675981,1,0.151148946,Exp. 6a
1,4,2,339,4,1.4,1.4379408,0.2932129,1,0.5340508,1,0.281395561,Exp. 6a
5,2,2,340,4,0.8,1.0860338,0.249067,2,0.5304433,1,0.113899141,Exp. 6a
5,1,1,341,4,0.5,0.6220143,0.4783542,2,0.9916476,1,0.107572259,Exp. 6a
3,4,2,342,4,1.4,1.3580452,0.275577,2,0.5967805,1,0.243482069,Exp. 6a
5,3,1,343,4,1.1,1.1979603,0.3551909,1,1.0206493,1,0.146817336,Exp. 6a
5,5,2,344,4,1.7,1.5258798,0.2147749,2,0.5434404,1,0.11788786,Exp. 6a
3,3,2,345,4,1.1,1.4538755,0.2106809,2,0.4597035,1,0.154928272,Exp. 6a
3,1,2,346,4,0.5,0.5418739,0.3612938,2,0.4744762,1,0.198993844,Exp. 6a
5,4,2,347,4,1.4,1.5497625,0.2702056,2,1.1112233,1,0.209374682,Exp. 6a
3,4,1,348,4,1.4,1.5819601,0.2306088,2,0.4798983,1,0.243482069,Exp. 6a
3,2,1,349,4,0.8,1.0459542,0.4070152,1,0.6889016,1,0.151148946,Exp. 6a
1,3,2,350,4,1.1,0.973855,0.4781743,2,0.5114898,1,0.146394478,Exp. 6a
1,5,1,351,4,1.7,1.4780118,0.4290576,1,0.4862586,1,0.081251743,Exp. 6a
1,2,1,352,4,0.8,1.0857747,0.4820163,1,0.3553533,1,0.15471505,Exp. 6a
5,4,1,353,4,1.4,1.437985,0.4769093,2,0.7257514,1,0.209374682,Exp. 6a
5,2,1,354,4,0.8,0.933947,0.3775625,2,0.4909532,1,0.113899141,Exp. 6a
5,5,1,355,4,1.7,1.44591,0.2464216,1,0.5117124,1,0.11788786,Exp. 6a
5,3,2,356,4,1.1,1.0618984,0.2762687,2,0.4933051,1,0.146817336,Exp. 6a
3,5,1,357,4,1.7,1.5259708,0.2558461,1,0.7050331,1,0.158405923,Exp. 6a
5,1,2,358,4,0.5,0.4780868,0.5220865,2,0.4589446,1,0.107572259,Exp. 6a
1,1,1,359,4,0.5,0.5659905,0.5472858,1,0.4605579,1,0.067861529,Exp. 6a
3,5,2,360,4,1.7,1.5337462,0.2962828,2,0.5932166,1,0.158405923,Exp. 6a
5,5,1,1,5,1.7,1.5577122,1.4990616,1,1.7982438,1,0.383050459,Exp. 6a
5,1,1,2,5,0.5,0.2299464,1.8483486,1,1.2628622,1,0.276635871,Exp. 6a
3,5,2,3,5,1.7,1.349837,0.974289,2,1.4186413,1,0.37372031,Exp. 6a
5,5,2,4,5,1.7,1.3980034,1.6665588,2,1.2915349,1,0.383050459,Exp. 6a
3,2,2,5,5,0.8,0.4858555,1.0489535,2,0.9279441,1,0.195942008,Exp. 6a
5,2,1,6,5,0.8,0.5898643,1.4845893,2,1.3896481,1,0.192960426,Exp. 6a
1,3,1,7,5,1.1,0.7100328,1.3698586,1,1.0004461,1,0.19524662,Exp. 6a
5,3,2,8,5,1.1,0.7499522,1.1593241,2,1.4932336,1,0.215547955,Exp. 6a
3,3,1,9,5,1.1,0.9739668,2.164322,2,0.9255283,1,0.213652172,Exp. 6a
5,4,2,10,5,1.4,0.9339937,0.9364692,2,0.7934052,1,0.249185164,Exp. 6a
5,1,2,11,5,0.5,1.1338616,2.51115,2,0.952011,1,0.276635871,Exp. 6a
1,4,2,12,5,1.4,1.1177285,1.0468279,2,1.0957858,1,0.246793037,Exp. 6a
3,3,2,13,5,1.1,1.2139364,2.4493537,2,0.8025766,1,0.213652172,Exp. 6a
1,1,2,14,5,0.5,0.4219444,0.9842145,2,0.7692495,1,0.245752487,Exp. 6a
3,1,1,15,5,0.5,0.4538935,1.4007548,2,0.9850273,1,0.267840137,Exp. 6a
3,1,2,16,5,0.5,0.3499652,1.2476387,2,1.4886962,1,0.267840137,Exp. 6a
5,3,1,17,5,1.1,0.8298839,0.9845543,1,1.5217279,1,0.215547955,Exp. 6a
1,4,1,18,5,1.4,1.1579748,1.3371814,1,0.9143814,1,0.246793037,Exp. 6a
1,3,2,19,5,1.1,1.0618155,1.8227074,2,0.8054302,1,0.19524662,Exp. 6a
3,4,2,20,5,1.4,1.2938274,1.1886479,2,1.0138995,1,0.329876599,Exp. 6a
1,5,1,21,5,1.7,1.4860167,0.9340858,1,1.5114077,1,0.412222238,Exp. 6a
1,2,1,22,5,0.8,1.1418538,0.9185267,1,0.8788174,1,0.190651158,Exp. 6a
3,5,1,23,5,1.7,1.2058051,0.8051489,1,1.7104178,1,0.37372031,Exp. 6a
3,2,1,24,5,0.8,1.0778884,1.2542079,1,0.8235445,1,0.195942008,Exp. 6a
1,1,1,25,5,0.5,0.8379436,0.4344809,1,0.8353162,1,0.245752487,Exp. 6a
3,4,1,26,5,1.4,1.8778667,2.5204,2,1.17743,1,0.329876599,Exp. 6a
5,2,2,27,5,0.8,0.7500449,0.9462811,2,1.4672798,1,0.192960426,Exp. 6a
5,4,1,28,5,1.4,0.7337631,1.4399888,1,1.6089274,1,0.249185164,Exp. 6a
1,2,2,29,5,0.8,0.8938158,1.1942941,-1,2.0001332,1,0.190651158,Exp. 6a
1,5,2,30,5,1.7,0.6859948,0.5038288,2,0.9989048,1,0.412222238,Exp. 6a
1,5,2,31,5,1.7,0.8460102,0.8497145,2,0.8426417,1,0.412222238,Exp. 6a
3,1,2,32,5,0.5,0.4938105,0.9910279,2,0.9280244,1,0.267840137,Exp. 6a
5,5,1,33,5,1.7,0.7900762,1.3087706,1,1.686261,1,0.383050459,Exp. 6a
3,5,2,34,5,1.7,0.8378915,0.6982161,1,1.5235497,1,0.37372031,Exp. 6a
5,2,2,35,5,0.8,0.9179406,1.1099603,2,1.1348337,1,0.192960426,Exp. 6a
3,2,2,36,5,0.8,1.0379671,1.5423704,2,1.0796881,1,0.195942008,Exp. 6a
5,5,2,37,5,1.7,1.1098849,1.528446,2,0.8977034,1,0.383050459,Exp. 6a
5,1,2,38,5,0.5,1.1178828,0.6724261,2,1.2094329,1,0.276635871,Exp. 6a
5,1,1,39,5,0.5,0.8858668,1.1940986,2,0.9312701,1,0.276635871,Exp. 6a
3,1,1,40,5,0.5,0.717873,1.3997309,1,1.0569772,1,0.267840137,Exp. 6a
1,1,1,41,5,0.5,0.4460538,0.374001,1,0.8550261,1,0.245752487,Exp. 6a
1,4,2,42,5,1.4,0.9019541,0.6059561,2,0.9031134,1,0.246793037,Exp. 6a
1,1,2,43,5,0.5,0.3580575,0.7868912,2,0.7719016,1,0.245752487,Exp. 6a
5,4,2,44,5,1.4,0.9658728,0.9584163,2,0.8555418,1,0.249185164,Exp. 6a
5,3,2,45,5,1.1,0.7498779,1.4744685,2,0.899533,1,0.215547955,Exp. 6a
1,5,1,46,5,1.7,1.0458297,1.1707904,1,0.955747,1,0.412222238,Exp. 6a
3,3,1,47,5,1.1,0.7580057,0.9077074,1,1.2682476,1,0.213652172,Exp. 6a
1,3,2,48,5,1.1,0.6539507,0.6182565,2,0.699306,1,0.19524662,Exp. 6a
1,2,2,49,5,0.8,0.8299813,0.6804001,2,0.769388,1,0.190651158,Exp. 6a
3,5,1,50,5,1.7,0.9339631,0.9253831,2,0.8066383,1,0.37372031,Exp. 6a
1,4,1,51,5,1.4,0.6698271,1.0363414,1,0.6214213,1,0.246793037,Exp. 6a
1,2,1,52,5,0.8,0.7738498,0.5449368,1,0.8580078,1,0.190651158,Exp. 6a
3,4,2,53,5,1.4,0.8539105,1.8130486,2,0.7503405,1,0.329876599,Exp. 6a
1,3,1,54,5,1.1,0.9819573,1.6837743,1,1.2529799,1,0.19524662,Exp. 6a
5,3,1,55,5,1.1,1.3019298,1.1148615,2,0.859675,1,0.215547955,Exp. 6a
3,4,1,56,5,1.4,1.0701083,0.8038049,2,1.0928203,1,0.329876599,Exp. 6a
5,2,1,57,5,0.8,1.2456955,0.5703307,2,0.9554148,1,0.192960426,Exp. 6a
3,3,2,58,5,1.1,1.0299864,1.2107767,2,1.131821,1,0.213652172,Exp. 6a
5,4,1,59,5,1.4,1.1178083,1.0424389,1,1.2277556,1,0.249185164,Exp. 6a
3,2,1,60,5,0.8,0.9499699,1.2137312,1,0.9266058,1,0.195942008,Exp. 6a
1,3,1,61,5,1.1,1.3019907,0.8613877,1,0.6147699,1,0.19524662,Exp. 6a
5,5,2,62,5,1.7,0.854022,0.88771,2,1.1129945,1,0.383050459,Exp. 6a
3,4,1,63,5,1.4,1.0700741,1.4193202,1,1.0206443,1,0.329876599,Exp. 6a
3,1,2,64,5,0.5,1.3098575,3.473039,2,0.9142197,1,0.267840137,Exp. 6a
3,5,2,65,5,1.7,0.9418864,0.3397094,2,0.8847218,1,0.37372031,Exp. 6a
3,3,1,66,5,1.1,1.1097583,0.9297396,1,1.387011,1,0.213652172,Exp. 6a
5,4,2,67,5,1.4,0.9339565,0.5448379,1,0.7621524,1,0.249185164,Exp. 6a
1,1,1,68,5,0.5,1.1499263,0.3347971,1,0.5999075,1,0.245752487,Exp. 6a
3,2,2,69,5,0.8,0.7499291,0.7887105,2,0.7656567,1,0.195942008,Exp. 6a
1,1,2,70,5,0.5,0.3260576,0.5518054,2,0.8570982,1,0.245752487,Exp. 6a
5,4,1,71,5,1.4,1.0939388,1.4383721,-1,2.00006,1,0.249185164,Exp. 6a
5,2,1,72,5,0.8,0.725934,0.6103449,2,0.787674,1,0.192960426,Exp. 6a
3,2,1,73,5,0.8,0.7979413,1.0619175,2,0.8389772,1,0.195942008,Exp. 6a
3,1,1,74,5,0.5,0.7899769,1.6612889,2,0.9102553,1,0.267840137,Exp. 6a
3,5,1,75,5,1.7,0.6699744,0.6685551,2,0.8859795,1,0.37372031,Exp. 6a
5,1,2,76,5,0.5,1.0220605,2.8480256,2,1.0574497,1,0.276635871,Exp. 6a
5,2,2,77,5,0.8,0.6059054,0.3986678,2,0.6158934,1,0.192960426,Exp. 6a
5,3,2,78,5,1.1,0.7419781,0.6234453,2,0.75282,1,0.215547955,Exp. 6a
1,5,1,79,5,1.7,0.8858478,1.2904139,1,0.6431049,1,0.412222238,Exp. 6a
5,3,1,80,5,1.1,0.8140286,0.8047775,1,1.3497187,1,0.215547955,Exp. 6a
5,5,1,81,5,1.7,0.9339017,1.6306655,2,0.8719797,1,0.383050459,Exp. 6a
3,4,2,82,5,1.4,0.9979072,0.7050701,2,1.5703952,1,0.329876599,Exp. 6a
1,5,2,83,5,1.7,0.1398522,0.0004182,1,0.8156477,1,0.412222238,Exp. 6a
5,1,1,84,5,0.5,0.709899,0.9296129,2,0.9067935,1,0.276635871,Exp. 6a
1,2,1,85,5,0.8,0.869834,1.0092431,1,0.5545257,1,0.190651158,Exp. 6a
3,3,2,86,5,1.1,0.6698837,0.9191777,2,1.0403765,1,0.213652172,Exp. 6a
1,4,2,87,5,1.4,1.2379204,0.9129921,2,1.225868,1,0.246793037,Exp. 6a
1,4,1,88,5,1.4,0.7578844,0.5165034,1,0.5257347,1,0.246793037,Exp. 6a
1,3,2,89,5,1.1,0.9658531,1.0105894,2,1.0356453,1,0.19524662,Exp. 6a
1,2,2,90,5,0.8,0.5899367,0.6448475,1,0.5260665,1,0.190651158,Exp. 6a
5,5,1,91,5,1.7,0.5659181,0.9967622,2,0.9175146,1,0.383050459,Exp. 6a
3,1,2,92,5,0.5,0.7179793,0.9513698,2,0.8484605,1,0.267840137,Exp. 6a
1,3,1,93,5,1.1,1.0618352,0.6459849,1,0.7668922,1,0.19524662,Exp. 6a
1,1,1,94,5,0.5,0.2300095,1.1147875,1,0.8119594,1,0.245752487,Exp. 6a
3,1,1,95,5,0.5,0.8060881,0.942228,1,0.591517,1,0.267840137,Exp. 6a
5,3,1,96,5,1.1,0.9577753,2.5536648,2,0.7708485,1,0.215547955,Exp. 6a
5,1,2,97,5,0.5,0.7340437,0.8787056,2,0.6641198,1,0.276635871,Exp. 6a
1,4,1,98,5,1.4,0.6537686,0.575494,1,0.6805099,1,0.246793037,Exp. 6a
1,4,2,99,5,1.4,0.7739547,0.8792894,2,0.7204955,1,0.246793037,Exp. 6a
3,2,1,100,5,0.8,0.6778929,1.0065255,1,0.8956594,1,0.195942008,Exp. 6a
3,3,1,101,5,1.1,1.2458508,1.1624543,2,1.0115204,1,0.213652172,Exp. 6a
5,4,1,102,5,1.4,0.773873,0.8036829,2,0.7405037,1,0.249185164,Exp. 6a
1,3,2,103,5,1.1,0.8779825,0.6377141,2,0.7028622,1,0.19524662,Exp. 6a
1,1,2,104,5,0.5,1.0057538,1.290381,1,0.7234685,1,0.245752487,Exp. 6a
1,2,2,105,5,0.8,0.8459491,0.3353113,2,0.6883528,1,0.190651158,Exp. 6a
5,5,2,106,5,1.7,0.733929,0.8171234,2,0.5622713,1,0.383050459,Exp. 6a
1,5,1,107,5,1.7,0.9580098,0.7002831,1,0.4857542,1,0.412222238,Exp. 6a
3,5,1,108,5,1.7,0.8298641,1.747008,2,0.8441704,1,0.37372031,Exp. 6a
5,1,1,109,5,0.5,1.0939576,0.9809957,1,1.2621695,1,0.276635871,Exp. 6a
5,2,1,110,5,0.8,0.9259889,1.1392177,2,0.9165707,1,0.192960426,Exp. 6a
5,2,2,111,5,0.8,1.1180987,1.3855177,2,1.1145442,1,0.192960426,Exp. 6a
3,4,2,112,5,1.4,0.8699403,0.9827076,2,0.9037898,1,0.329876599,Exp. 6a
3,4,1,113,5,1.4,1.1018724,0.5898764,1,0.5752994,1,0.329876599,Exp. 6a
5,4,2,114,5,1.4,1.1179424,1.0831688,2,0.8522362,1,0.249185164,Exp. 6a
1,2,1,115,5,0.8,0.9900094,0.9721599,1,0.5012447,1,0.190651158,Exp. 6a
3,5,2,116,5,1.7,0.9178414,1.4788188,2,1.2239718,1,0.37372031,Exp. 6a
1,5,2,117,5,1.7,0.8620024,0.5761535,2,0.8733403,1,0.412222238,Exp. 6a
3,2,2,118,5,0.8,1.1100382,1.2396054,2,0.7447787,1,0.195942008,Exp. 6a
3,3,2,119,5,1.1,0.9740694,0.6509912,2,0.8919136,1,0.213652172,Exp. 6a
5,3,2,120,5,1.1,1.3900008,2.1312181,2,0.7403026,1,0.215547955,Exp. 6a
3,3,2,121,5,1.1,0.8379236,0.4578531,1,0.4589813,1,0.213652172,Exp. 6a
3,5,2,122,5,1.7,0.9580396,1.0309458,2,0.7201889,1,0.37372031,Exp. 6a
1,3,1,123,5,1.1,0.6859331,1.1285968,1,0.4577676,1,0.19524662,Exp. 6a
5,5,2,124,5,1.7,0.9658978,1.1615782,2,0.8264108,1,0.383050459,Exp. 6a
1,5,2,125,5,1.7,1.0699832,0.7738924,2,0.830916,1,0.412222238,Exp. 6a
1,1,1,126,5,0.5,0.757945,0.5652423,1,0.558161,1,0.245752487,Exp. 6a
5,5,1,127,5,1.7,0.8620668,0.8892895,2,0.9867291,1,0.383050459,Exp. 6a
5,3,2,128,5,1.1,1.01393,1.3406139,2,1.3498064,1,0.215547955,Exp. 6a
5,3,1,129,5,1.1,1.2540184,0.8715921,1,1.2567322,1,0.215547955,Exp. 6a
3,1,1,130,5,0.5,1.0778939,1.3800068,2,1.3251313,1,0.267840137,Exp. 6a
3,1,2,131,5,0.5,0.8300421,1.0029219,2,1.2119337,1,0.267840137,Exp. 6a
5,1,1,132,5,0.5,0.4141185,0.8511698,2,1.0438859,1,0.276635871,Exp. 6a
3,5,1,133,5,1.7,0.4698958,1.1937489,1,0.7550343,1,0.37372031,Exp. 6a
3,4,1,134,5,1.4,1.0139208,0.6324075,1,1.3454841,1,0.329876599,Exp. 6a
5,1,2,135,5,0.5,0.9980641,0.7671658,2,0.9124162,1,0.276635871,Exp. 6a
1,2,2,136,5,0.8,0.8938256,2.3059037,2,1.4988896,1,0.190651158,Exp. 6a
3,4,2,137,5,1.4,0.701995,0.7396391,2,0.9004993,1,0.329876599,Exp. 6a
5,2,1,138,5,0.8,0.6459263,0.570903,2,0.8522706,1,0.192960426,Exp. 6a
5,4,2,139,5,1.4,0.8141519,1.1316136,2,1.0844679,1,0.249185164,Exp. 6a
1,3,2,140,5,1.1,0.7100528,0.598991,2,0.8801594,1,0.19524662,Exp. 6a
1,4,1,141,5,1.4,1.0459249,0.4626616,1,0.839812,1,0.246793037,Exp. 6a
5,4,1,142,5,1.4,0.9579177,0.9234385,1,1.1725635,1,0.249185164,Exp. 6a
5,2,2,143,5,0.8,0.9178858,0.5695081,2,0.8341956,1,0.192960426,Exp. 6a
1,2,1,144,5,0.8,0.7577368,0.8550904,1,0.9520072,1,0.190651158,Exp. 6a
3,3,1,145,5,1.1,0.7660062,1.0075257,1,1.2486677,1,0.213652172,Exp. 6a
3,2,2,146,5,0.8,0.845922,1.5215347,2,1.2026065,1,0.195942008,Exp. 6a
1,1,2,147,5,0.5,0.437942,0.7965213,2,0.7017341,1,0.245752487,Exp. 6a
1,5,1,148,5,1.7,1.094016,0.9167468,1,0.6936841,1,0.412222238,Exp. 6a
3,2,1,149,5,0.8,0.6058379,1.4456771,2,1.0787164,1,0.195942008,Exp. 6a
1,4,2,150,5,1.4,1.1980033,0.509367,2,0.9261843,1,0.246793037,Exp. 6a
3,3,2,151,5,1.1,0.6219282,0.7303385,2,0.8752378,1,0.213652172,Exp. 6a
5,2,1,152,5,0.8,0.8379848,1.6214077,1,1.6868646,1,0.192960426,Exp. 6a
1,4,1,153,5,1.4,0.8858231,0.7805351,1,0.9737303,1,0.246793037,Exp. 6a
3,5,2,154,5,1.7,1.1261534,1.0429432,2,0.852126,1,0.37372031,Exp. 6a
5,1,1,155,5,0.5,0.4938349,1.045858,2,1.0707734,1,0.276635871,Exp. 6a
1,3,1,156,5,1.1,0.7179282,0.5293171,1,0.7225189,1,0.19524662,Exp. 6a
1,3,2,157,5,1.1,0.853855,1.0804843,2,0.737471,1,0.19524662,Exp. 6a
5,5,1,158,5,1.7,0.645783,0.4765543,2,0.8456529,1,0.383050459,Exp. 6a
