,ks,ls,kr,ts,var_s,mu_log,sigma_log,var_n,mu_p,var_p,Exp,NSub,WMSize,Gap,var_wm,w_p
139,0.05320073551025552,0.044248247925249506,0.03726694202511676,0.08589520957960105,0.061319227256250816,0.10569172862881715,0.056523163816900146,0.022412110804274618,1.1132561200341968,0.06297505058593512,Both_gap,13,3,0.5,0.07209254630512615,0.5337516026384357
140,0.09416573427362158,0.07437579199287268,0.0020975446446659237,0.07578335978892684,0.15750415283549676,-0.3243698094358525,0.1013014912682744,0.007781696011274015,0.7267019824332424,0.07380526060974686,Both_gap,14,5,2.5,0.24591711808848588,0.7691582900444784
141,0.050292760885735616,0.07933947828779404,0.02056114837470139,0.05080785867058695,0.11697601517049172,-0.03997250185547686,0.058153399183993856,0.014053614658358124,0.962441885891919,0.0560166200038127,Both_gap,12,5,2.5,0.17823834736612812,0.7608732884825021
142,0.09772178695019788,0.04832157840484503,0.001522417391422756,0.08473524711963357,0.07738632666893597,-0.06396299022491646,0.15738594302941453,0.0045692059619027135,0.9497297365601726,0.15040453566232284,Both_gap,9,1,0.5,0.08440443087751838,0.3594599989996423
143,0.06711042562267902,0.04229583522342097,0.02024387552937068,0.05589538366296362,0.05185484569443479,0.08531083484551974,0.0825763219992075,0.024541055804604178,1.0927749199689316,0.09039138110282226,Both_gap,8,5,0.5,0.06427028898701057,0.41555408621722606
144,0.09842512483157784,0.06470710099983215,0.0010893323431897014,0.07674905640051609,0.0625021629436751,-0.19936344144743165,0.1546486160333764,0.004456409424643239,0.8291075942865436,0.12899081118930297,Both_gap,4,3,2.5,0.08662761932688406,0.40176351863567017
145,0.09842512483157784,0.06470710099983215,0.0010893323431897014,0.07674905640051609,0.0625021629436751,-0.19936344144743165,0.1546486160333764,0.004456409424643239,0.8291075942865436,0.12899081118930297,Both_gap,4,3,0.5,0.07703365526904733,0.3739053744115404
146,0.09842512483157784,0.06470710099983215,0.0010893323431897014,0.07674905640051609,0.0625021629436751,-0.19936344144743165,0.1546486160333764,0.004456409424643239,0.8291075942865436,0.12899081118930297,Both_gap,4,1,2.5,0.07853895178627537,0.3784466895744379
147,0.09842512483157784,0.06470710099983215,0.0010893323431897014,0.07674905640051609,0.0625021629436751,-0.19936344144743165,0.1546486160333764,0.004456409424643239,0.8291075942865436,0.12899081118930297,Both_gap,4,1,0.5,0.06894498772843863,0.3483199507386275
148,0.0748621265684648,0.07992712451764344,0.023875246316689712,0.07565287291008815,0.020039715161806936,0.19633435021428275,0.09969660714912985,0.0018831684860932153,1.2229965759078176,0.12223221219782315,Both_gap,3,5,2.5,0.03183845426771255,0.20664838413504588
149,0.0748621265684648,0.07992712451764344,0.023875246316689712,0.07565287291008815,0.020039715161806936,0.19633435021428275,0.09969660714912985,0.0018831684860932153,1.2229965759078176,0.12223221219782315,Both_gap,3,5,0.5,0.028806330219131458,0.19072171750445763
150,0.0748621265684648,0.07992712451764344,0.023875246316689712,0.07565287291008815,0.020039715161806936,0.19633435021428275,0.09969660714912985,0.0018831684860932153,1.2229965759078176,0.12223221219782315,Both_gap,3,3,2.5,0.028635020649640852,0.18980278294487318
151,0.0748621265684648,0.07992712451764344,0.023875246316689712,0.07565287291008815,0.020039715161806936,0.19633435021428275,0.09969660714912985,0.0018831684860932153,1.2229965759078176,0.12223221219782315,Both_gap,3,3,0.5,0.02560289660105976,0.1731854957125937
152,0.0748621265684648,0.07992712451764344,0.023875246316689712,0.07565287291008815,0.020039715161806936,0.19633435021428275,0.09969660714912985,0.0018831684860932153,1.2229965759078176,0.12223221219782315,Both_gap,3,1,2.5,0.02543158703156915,0.1722262813518821
